title,url,expireDay,deadline,type,imageUrl,projectDesc,budget,skills
پروژه کامپیوتری,https://www.karlancer.com/projects/21430,۲۹ روز مانده,زمان پیشنهادی ۱۰ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"با سلام و عرض ادب
به شخصی مسلط قوانین محتوارنویسی و مسلط بر امنیت اطلاعات سوشیال مدیا جهت تکمیل پروژه
در زمینه کامپیوتر(امنیت) را داریم.","۵۰۰,۰۰۰ تومان","[""محتوا نویسی"",""محتوای سایت"",""محتوا"",""محتوانویسی"",""نویسندگی محتوا"",""تولید محتوا"",""تحقیق""]"
طراحی uiسایت,https://www.karlancer.com/projects/21429,۲۹ روز مانده,زمان پیشنهادی ۳ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,طراح ظاهر سایت با فتوشاپ یا xdکه موضوع سایت درباره کار با  بنیاد  سادات هست.,"۲,۰۰۰,۰۰۰ تومان","[""فتوشاپ"",""فوتوشاپ"",""ادوبی فتوشاپ"",""ادوبی xd"",""adobe xd"",""طراحی رابط کاربری"",""UI/UX طراحی"",""رابط کاربری"",""برنامه نویسی"",""برنامه نویسی وب""]"
تونل زنی کوانتومی,https://www.karlancer.com/projects/21426,۲۹ روز مانده,زمان پیشنهادی ۱۰ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"کد برای  تونل زنی کوانتومی نوشته شود. 
با پایتون یا سی پلاس پلاس نوشته شود. 
توضیحات چگونگی کارکردن برنامه به صورت کامنت یا فایل جداگانه نوشته شود.
فایل هایی جهت راهنمایی برای نوشتن برنامه پیوست میشود.","۵۰۰,۰۰۰ تومان","[""سی پلاس پلاس"",""برنامه نویسی پایتون"",""پایتون"",""python"",""c++"",""برنامه نویسی C++"",""برنامه نویسی"",""برنامه نویسی وب""]"
طراحی لوگو,https://www.karlancer.com/projects/21424,۲۹ روز مانده,زمان پیشنهادی ۳ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"درود
اینجانب نیازمند طراحی لوگوی مرتبط با کار چاپ بر روی تیشرت هستم
لوگو تمام انگلیسی میباشد.
سروران گرامی توجه داشته باشند لازم است قبل از ارائه قیمت و زمان یک، یا چند نمونه کار ارائه فرمایند.
نام مورد نظر:
Shirt Land USA
لزوما نیازی به استفاده از پرچم در این لوگو احساس نمیشود، ترجیحا یک لوگوی مفهومی و مناسب مورد نظر میباشد.
رنگهای مورد نظر: بیشتر رنگهای گرم وشاد که حس خوبی به مخاطب القاع کند مورد نظر میباشد.
توجه فرمایید که این لوگو بصورت استیکر دایکات، در بسته بندی قرار داده میشود به همراه تیشرت برای مشتری ارسال خواهد شد.
فایل نهایی با پسوند PSD  و یا AI بصورت 100% لایه باز و قابل تغییر به همراه فایل PNG لازم به ارائه میباشد.","۱۵۰,۰۰۰ تومان","[""لوگو"",""طراحی لوگو"",""ساخت لوگو"",""لوگوتایپ"",""فتوشاپ"",""فوتوشاپ"",""ادوبی فتوشاپ"",""photoshop"",""ایلاستریتور"",""گرافیک""]"
لیست آزمایشگاه ها,https://www.karlancer.com/projects/21423,۲۹ روز مانده,زمان پیشنهادی ۵ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"برای کیفیت مواد غذایی یک سری آزمایشها در تمام دنیا معمول است مانند حد مجاز سموم و حد مجاز فلزات سنگین

شما باید 5 آزمایشگاه معتبر در ایران پیدا کنید که این آزمایشات را انجام دهند 

مشخصات آزمایشگاه ها و شرایط احراز  :
1- دارای تاییدیه سازمان استاندارد ملی ایران باشند
2- لیست آزمایشات معمول سموم و فلزات سنگین مربوط به مواد غذایی را بداند
3- امکان تست آن را داشته باشند

راه های مناسب برای پیدا کردن آنها چیست ؟
1- تماس با اداره استاندارد ملی استانهای بزرگ و پرسش از آنها
2- سرچ اینترنتی


کاری که شما باید انجام دهید چیست ؟

1- پیدا کردن تعدادی آزمایشگاه با مشخصات فوق
2- تماس با انها و مطمئن شدن از بابت خدمات قابل ارائه آنها در زمینه فوق
3- لیست کردن 5 عدد از آنها که دارای  3 شرط فوق ( شرایط احراز ) باشند .
4 - اخذ قیمت و زمان مورد نیاز و میزان سمپل مورد نیاز توسط آنها و ثبت آنها در فایل","۵۰۰,۰۰۰ تومان","[""فوری"",""تمام وقت"",""دستیار و منشی مجازی"",""دستیار شخصی"",""دستیار"",""منشی و دستیار مجازی"",""دستیارمجازی"",""منشی مجازی"",""منشی"",""سوشال مارکتینگ"",""مارکتینگ."",""مارکتینگ پلن""]"
من نیاز به یک سایت فروشگاهی دارم,https://www.karlancer.com/projects/21422,۲۸ روز مانده,زمان پیشنهادی ۱۰ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"یک سایت با قالب آماده مناسب کسب و کار من است
 سایت مورد نیاز من حدودا بین ۱۵ الی ۲۰ صفحه دارد

عرض سلام و ادب خدمت شما
سایت موردنظر من فروشگاه آنلاین لوازم آرایشی ، بهداشتی و مراقبتی اوریفلیم می‌باشد
 سایت مورد نظر من به این سایت ها شباهت دارد:https://orifmarket.com
 احتیاج به بهینه سازی و سئوی وبسایتم دارم
 احتیاج به سیستم مدیریت محتوا برای سایتم دارم
 احتیاج به بلاگ برای سایتم دارم
 به دریافت ssl  برای سایتم نیاز دارم","۲,۵۰۰,۰۰۰ تومان","[""طراحی سایت"",""وردپرس"",""وردپرس کار"",""وردپرس wordpress"",""ورد پرس"",""طراحی سایت فروشگاهی"",""سایت وردپرسی"",""برنامه نویسی"",""برنامه نویسی وب"",""سئو و بهینه سازی""]"
سیستم حسابداری و مدیریت کاربران,https://www.karlancer.com/projects/21421,۲۸ روز مانده,زمان پیشنهادی ۶۰ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"برنامه نویسان عزیز:
ما نیاز داریم یک سیستم جامع برای صدور فاکتور و گزارش گیری از فاکتور ها داریم.

1- دو نوع فاکتور (نقدی - اقساطی) قابلیت درج محصول از دو روش 1- جستجو بر اساس نام (بر لحظه باشد) 2- جستجو بر اساس بارکد (برلحظه باشد)

2- ایجاد چند فروشگاه که هر فروشگاه دارای چندین فروشنده باشد. (هر فروشگاه باید فاکتور اختصاصی داشته باشد و فقط فاکتور های خودش رو بتونه ببینه پاک کند و گزارش گیری کند با سربرگ و فوتر اختصاصی به همراه کد یکتا)

3- ایجاد سیستم درخواست خرید اقساطی برای کاربران با قابلیت پیگیری درخواست ها (در این قسمت حدودا 20 فیلد باید از کاربر گرفته شود و دیتا حدودا  20000 ثبت نام قبلی باید درج شود)

4- قابلیت گزارش گیری از تمامی قسمت ها

5- برای قسمت خرید اقساطی باید سیستم چاپ چک (تاریخ شمسی - نام مشتری)  - محاسبه تاریخ چک - پیامک در موعد تاریخ چک

6- محاسبه پورسانت فروش هر فروشنده ( پورسانت هر محصول باتوجه به نوع کالا متفاوت خواهد بود مثلا لپ تاپ 10 درصد پورسانت و لوازم خانگی 5 درصد باشد و در این قسمت ثبت شود که باید محاسبه شود فروشنده چقدر در هر ماه فروش داشته و کارمزد یک ماه چقدر است.

7- ایجاد دیتابیس برای محصولات ( با قابلیت ویرایش و درج و جستجو)

8- ایجاد سیستم حسابداری برای تائید و یا رد فاکتور ها با قابلیت ویرایش همه فیلد ها

9- قسمت بررسی درخواست ها قابلیت رد و یا تایید درخواست ها به همراه درج یادداشت توسط اپراتور و ارسال پیامک دلخواه از این صفحه.

10- سیستم  گزارش گیری از تمامی قسمت ها - چک ها - مشتریان - فاکتور ها نقد و اقساط - فروشندگان - پیامک ها و ...

توی این درخواست سعی شده تمامی موارد اعلام شود.

تمامی قسمت ها باید کدنویسی شود و از کد اماده استفاده نشود.


قیمت درج شده در درخواست به صورت پیشفرض بوده و پیشنهاد خودتون را بفرمائید.","۱۰,۰۰۰,۰۰۰ تومان","[""برنامه نویسی"",""برنامه نویسی وب"",""سایت وردپرسی"",""طراحی سایت"",""سایت وردپرس"",""اپلیکیشن"",""اپلیکیشن نویسی"",""وردپرس"",""وردپرس wordpress"",""پایتون""]"
طراحی بنر تبلیغاتی,https://www.karlancer.com/projects/21420,۲۸ روز مانده,زمان پیشنهادی ۲ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"با سلام خدمت دوستان عزیز
برای طراحی های بنرهای  سایت و اپلیکیشن شرکتم، نیاز به یک طرح حرفه ای گرفیک دارم.
در ابتدا برای 15طرح اولیه صحبت میکنیم و در صورت کار را ادامه خواهیم داد.
نمونه طرحهای مورد نیاز به پیوست می باشد.","۲۰۰,۰۰۰ تومان","[""طراحی بنر سایت"",""طراحی بنر"",""بنر"",""پوستر و بنر"",""بنر تبلیغاتی"",""طراحی بنر تبلیغات"",""بنر متحرک"",""گرافیست"",""گرافیک"",""طراحی گرافیک""]"
تهیه تقریبا 1000 عکس با نام,https://www.karlancer.com/projects/21419,۲۸ روز مانده,زمان پیشنهادی ۱۰ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,,,[]
شبیه سازی سیستم صف در یک فروشگاه زنجیره ای,https://www.karlancer.com/projects/21417,۲۸ روز مانده,زمان پیشنهادی ۵ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,,,[]
اضافه کردن محصول به سایت وردپرس,https://www.karlancer.com/projects/21415,۲۸ روز مانده,زمان پیشنهادی ۱۴ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,,,[]
طراحی نمای کرتین وال,https://www.karlancer.com/projects/21414,۲۸ روز مانده,زمان پیشنهادی ۱ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,,,[]
دانلود ریپورت از سایت های مشخص شده,https://www.karlancer.com/projects/21413,۲۸ روز مانده,زمان پیشنهادی ۲ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,,,[]
ربات ارسال دایرکت انبوه در اینستاگرام,https://www.karlancer.com/projects/21412,۲۸ روز مانده,زمان پیشنهادی ۲۰ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,,,[]
بهینه سازی شبکه عصبی بازگشتی با  فرا ابتکاری رقابت استعماری,https://www.karlancer.com/projects/21409,۲۸ روز مانده,زمان پیشنهادی ۶ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,,,[]
تحلیل انعکاس موضوعات فکری در آثار دو هنرمند معاصر,https://www.karlancer.com/projects/21407,۲۸ روز مانده,زمان پیشنهادی ۱۰ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,,,[]
طراحی سایت شرکت گارانتی برای خدمات پس از فروش,https://www.karlancer.com/projects/21406,۲۸ روز مانده,زمان پیشنهادی ۱۵ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"با سلام
من برای شرکت گارانتی خود نیاز به وبسایتی دارم برای خدمات پس از فروش و ثبت و پیگیری گارانتی توسط فروشنده و خریدار
وب سایت گارانتی پانا و یا گارانتی اوات رو جهت نمونه مد نظر داشته باشید 
وب سایت به صورت ووردپرس باشد ترجیحا برپایه قالب اوادا
دامنه موجود است
هاست موجود است
سامانه پیامکی قاصدک موجود است
==========================================
ویژگی های مورد نیاز 
هدر شامل:
 لوگو 
 خدمات
محصولات
 اخبار
درباره ما
 ارتباط با ما
پیگیری وضعیت سرویس 
=========================================
صفحه اصلی شامل :
اسلایدر اعلانات
اسلایدر بنر اصلی
اسلایدر محصولات جدید 
کانتینر بررسی اصالت و زمان گارانتی کالا
اسلایدر مقالات
========================================
فوتر شامل :
تمامی اطلاعات استاندارد مورد نیاز در این قسمت 
========================================
سامانه های مورد نیاز در این وب سایت 
امکان تعریف نمایندگان جهت ثبت بارکد کالا و تعیین گارانتی کالا
امکان پیگیری وضعیت خدمات تعمیرات یا خدمات به صورت انلاین توسط مشتری
امکان پشتیبانی و چت انلاین 
امکان پیگیری اصالت کالا و تاریخ گارانتی به صورت پیامکی
امکان درج محصولات شرکت و دسته بندی و نمایش ان همراه با ویژگی ها در صفحه محصول
قسمت ثبت شکایات و بررسی
سوالات متداول
=======================================
مواردی که بسیار اهمیت دارد سامانه ثبت گارانتی و اصالت و پیگیری ان کاملا بدون نقص باشد کارایی و ویژگی های مناسب را در اختیار فروشنده و مشتری قرار دهد
ویژگی هایی همانند
امکان پیگیری گارانتی توسط فرم با شماره موبایل و کد گارانتی
قابلیت استعلام پیامکی با کد گارانتی و شماره موبایل 
قابلیت اتصال به محصولات ووکامرس
قابلیت خروجی گرفتن با اکسل
قابلیت نمایش اصالت کالا هم در فرم رهگیری هم از طریق پیامک  
قابلیت فعال سازی توسط کاربر
قابلیت بارگزاری با اکسل و درج به صورت دستی
قابلیت ارسال پیامک هنگام فعال سازی با افزونه پیامک ووکامرس فارسی 
نمایش جزییات گارانتی در پنل مدیریت سفارشات ادمین و کاربر
دارای نوار پیشرفت روز های باقیمانده در نمایش جزییات
قابلیت نمایش هر تعداد محصول گارانتی شده توسط جستجو با موبایل
دارای سرچ و جستجوی ایجکسی
شخصی سازی رنگ های قالب پیگیری
دارای کپچا 
دارای شورتکد اختصاصی برگه برای نمایش فرم در برگه مجزا
قابلیت جستجو و ویرایش کد های گارانتی برای مدیر
دارای تقویم شمسی جهت درج تاریخ ها توسط کاربر و مدیر","۵۰۰,۰۰۰ تومان","[""طراحی وب سایت"",""طراحی سایت"",""طراحی سایت شرکتی"",""سایت"",""سایت وردپرسی"",""وردپرس"",""برنامه نویسی"",""برنامه نویسی وب"",""سایت شرکتی"",""برنامه نویسی پایتون""]"
تولید محتوای هنری,https://www.karlancer.com/projects/21401,۲۸ روز مانده,زمان پیشنهادی ۷ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"يك متن تحقيقى در مورد هنر دارم براى دانشگاه هنر به زبان انگليسى 
٢/٥٠٠ كلمه
موضوع متن:
How are current political, ecological, economic or social contexts reflected in contemporary art practice? Discuss with reference to two contemporary artists of your choice","۵۰۰,۰۰۰ تومان","[""فوری"",""تولید محتوا"",""تولیدمحتوا"",""نویسندگی محتوا"",""نویسنده خلاق"",""محتوا نویسی"",""تولید محتوای انگلیسی"",""تولید محتوای متنی""]"
